Hospital,Measure,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019
Millinocket Regional Hospital,Gross Inpatient Service Revenue,11221843,10876196,12483239,9806383,7751731
Millinocket Regional Hospital,Gross Outpatient Service Revenue,31244719,34344075,37310401,42448324,42783907
Millinocket Regional Hospital,Free Care,,,1111288,1153713,884496
Millinocket Regional Hospital,Bad Debt,,,,,1374495
Millinocket Regional Hospital,Contractuals,15607496,16976661,18731831,21017920,19743606
Millinocket Regional Hospital,Changes in Prior Year Estimated/Final Settlements,-750000,-86000,16000,237203,
Millinocket Regional Hospital,Net Patient Service Revenue,25123283,25740054,28040890,27163456,28071308
Millinocket Regional Hospital,Other Operating Revenue,190190,431160,398071,698895,836764
Millinocket Regional Hospital,Total Operating Revenue,25313473,26171214,28438961,27862351,28908072
Millinocket Regional Hospital,Total Operating Expenses,26103114,27044172,30763937,33681910,30939340
Millinocket Regional Hospital,Depreciation and Amortization,823843,788765,769771,686571,537836
Millinocket Regional Hospital,Interest,197817,181658,168294,155154,161854
Millinocket Regional Hospital,Advertising Expenses,32508,15541,18329,15893,13576
Millinocket Regional Hospital,Allowed Advertising Expenses,17260,10007,18329,15893,13576
Millinocket Regional Hospital,Non-Allowed Advertising Expenses,15248,5534,,,
Millinocket Regional Hospital,Salaries and Benefits,16381287,17224434,19135794,20649844,18781594
Millinocket Regional Hospital,Other Operating Expenses,8667659,8833774,10671749,12174448,11444480
Millinocket Regional Hospital,Net Operating Income,-789641,-872958,-2324976,-5819559,-2031268
Millinocket Regional Hospital,Total Non-Operating Revenue,634354,439313,941220,797498,391677
Millinocket Regional Hospital,Total Investment Income,648231,430185,967985,1020042,518683
Millinocket Regional Hospital,Interest and Dividends,175374,163990,131903,102093,64668
Millinocket Regional Hospital,Realized Gains/Losses on Sales of Securities,472857,266195,836082,917949,454015
Millinocket Regional Hospital,Permanently Impaired Security Writedowns,,,,,
Millinocket Regional Hospital,Gains/Losses on Joint Ventures/Equity Investments,-33467,-27406,-73816,-220175,-80447
Millinocket Regional Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Millinocket Regional Hospital,Other Non-Operating Revenues,,,,19590,36534
Millinocket Regional Hospital,Excess of Revenue over Expenses,-155287,-433645,-1383756,-5022061,-1639591
Millinocket Regional Hospital,Extraordinary Gains/Losses,,,,,
Millinocket Regional Hospital,Total Surplus/Deficit,-155287,-433645,-1383756,-5022061,-1639591
Millinocket Regional Hospital,Total Change in Unrestricted Net Assets,-135859,-995301,-1712827,-5517456,-1107155
Millinocket Regional Hospital,Net Assets Released for Restrictions,,,,,
Millinocket Regional Hospital,Unrealized Gains/Losses on Investments,19428,-651974,-329071,-507365,395433
Millinocket Regional Hospital,Minimum Pension Liability Adjustment,,,,,
Millinocket Regional Hospital,Transfers From/To Affiliates,,,,,
Millinocket Regional Hospital,Mergers,,,,,
Millinocket Regional Hospital,Consolidations with Support,,90318,,,
Millinocket Regional Hospital,Other Changes,,,,,
Mount Desert Island Hospital,Total Current Assets,8765722,9678751,10863247,10200409,11445040
Mount Desert Island Hospital,Cash and Investment,86417,281522,198347,928520,1538956
Mount Desert Island Hospital,Current Assets Whose Use is Limited,509432,532152,449444,144641,316917
Mount Desert Island Hospital,Net Patient Accounts Receivable,6791636,7700678,6579530,6624513,6792206
Mount Desert Island Hospital,Due from Affiliates,,,,,
Mount Desert Island Hospital,Third Party Settlements Receivable,,,1713222,881593,
Mount Desert Island Hospital,Other Accounts Receivable,521977,,,,
Mount Desert Island Hospital,Inventory,609760,711591,719180,609208,569901
Mount Desert Island Hospital,Other Current Assets,246500,452808,1203524,1011934,2227060
Mount Desert Island Hospital,Total Non-Current Assets,36041895,34560640,35433750,34391235,35023322
Mount Desert Island Hospital,Trustee Held Investments,,,,,
Mount Desert Island Hospital,Board Designated and Undesignated Investments,6200608,4648144,5351378,5995627,6083540
Mount Desert Island Hospital,Due from Affiliates,4688321,4811698,4405406,4026795,3499850
Mount Desert Island Hospital,Investment in Affiliates,,,,,
Mount Desert Island Hospital,Other Non-Current Assets,2491873,3531165,4181633,3748148,3765952
Mount Desert Island Hospital,"Gross Property, Plant and Equipment",,49725703,49779184,51319179,52015891
Mount Desert Island Hospital,Accumulated Depreciation,27064610,28209551,29823846,31395226,33153555
Mount Desert Island Hospital,"Net Property, Plant and Equipment",,22661093,21569633,21495333,20620665
Mount Desert Island Hospital,Total Unrestricted Assets,44807617,44239391,46296997,44591644,46468362
Mount Desert Island Hospital,Total Current Liabilities,16841584,17313891,14361142,11147754,12236079
Mount Desert Island Hospital,Current Long Term Debt,,1451794,1516025,881811,1097197
Mount Desert Island Hospital,Accounts Payable and Accrued Expenses,7327256,9158634,7769563,7946655,9150080
Mount Desert Island Hospital,Estimated Third Party Settlements,5066878,4438340,2887614,2103902,1646466
Mount Desert Island Hospital,Due to Affiliates,,,,,
Mount Desert Island Hospital,Other Current Liabilities,2995656,2200892,2822154,,
Mount Desert Island Hospital,Total Non-Current Liabilities,11492789,10223009,11824894,12265238,11646659
Mount Desert Island Hospital,Long Term Debt,8656521,7227499,7360944,8598808,7844685
Mount Desert Island Hospital,Estimated Third Party Settlements,,,,,
Mount Desert Island Hospital,Due to Affiliates,399807,400146,399807,399807,399807
Mount Desert Island Hospital,Self Insurance Fund,,,,,
Mount Desert Island Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Mount Desert Island Hospital,Other Non-Current Liabilities,2436461,2595364,4064143,3266623,3402167
Mount Desert Island Hospital,Fund Balance Unrestricted,16473244,16702491,20110961,21178652,22585624
Mount Desert Island Hospital,Total Liabilities & Equity,44807617,44239391,46296997,44591644,46468362
Mount Desert Island Hospital,Total Restricted Assets,4516428,3835859,5672389,6442313,5291948
Mount Desert Island Hospital,Cash and Investments,2067498,2052929,2910228,3397662,2567255
Mount Desert Island Hospital,Receivables,545819,154775,1011501,483581,207368
Mount Desert Island Hospital,Other Assets,1903111,1628155,1750660,2561070,2517325
Mount Desert Island Hospital,Total Restricted Liabilities and Equity,4516428,3835859,5672389,6442314,5291948
Mount Desert Island Hospital,Total Restricted Fund Balance,4516428,3835859,5672389,6442314,5291948
Mount Desert Island Hospital,Total Liabilities,,,,,
Mount Desert Island Hospital,Temporarily Restricted Net Assets,2450152,1831059,3485084,3444599,2337978
Mount Desert Island Hospital,Permanently Restricted Net Assets,2066276,2004800,2187305,2997715,2953970
Mount Desert Island Hospital,Total Gross Patient Service Revenue,,74473100,75749794,82865645,84892100
Mount Desert Island Hospital,Gross Inpatient Service Revenue,17040326,16784426,17386723,16560308,17759857
Mount Desert Island Hospital,Gross Outpatient Service Revenue,57432774,58965368,65478922,68331792,77310699
Mount Desert Island Hospital,Free Care,,,774175,997395,875887
Mount Desert Island Hospital,Bad Debt,,,,,3369535
Mount Desert Island Hospital,Contractuals,23871962,24373693,26462202,29047095,32773017
Mount Desert Island Hospital,Changes in Prior Year Estimated/Final Settlements,-347000,-30000,-627000,-729000,-350000
Mount Desert Island Hospital,Net Patient Service Revenue,46804428,46706485,52418979,52544704,57097204
Mount Desert Island Hospital,Other Operating Revenue,3184758,4971069,5186126,5367311,4802858
Mount Desert Island Hospital,Total Operating Revenue,49989186,51677554,57605105,57912015,61900062
Mount Desert Island Hospital,Total Operating Expenses,49742281,51413982,55342739,56195233,61372096
Mount Desert Island Hospital,Depreciation and Amortization,1737456,1610958,1624206,1736813,1737596
Mount Desert Island Hospital,Interest,655348,751700,525578,534262,555884
Mount Desert Island Hospital,Advertising Expenses,62948,182886,148170,182722,196681
Mount Desert Island Hospital,Allowed Advertising Expenses,,,,,
Mount Desert Island Hospital,Non-Allowed Advertising Expenses,62948,182886,148170,182722,196681
Mount Desert Island Hospital,Salaries and Benefits,30897252,31732044,33462611,34289904,38753078
Mount Desert Island Hospital,Other Operating Expenses,16389277,17136394,19582174,19451532,20128857
Mount Desert Island Hospital,Net Operating Income,246905,263572,2262366,1716782,527966
Mount Desert Island Hospital,Total Non-Operating Revenue,353965,-141495,-54757,-194910,-160239
Mount Desert Island Hospital,Total Investment Income,155981,71654,76683,208259,59660
Mount Desert Island Hospital,Interest and Dividends,155981,81322,74509,168877,140726
Mount Desert Island Hospital,Realized Gains/Losses on Sales of Securities,,-9668,2174,39382,-81066
Mount Desert Island Hospital,Permanently Impaired Security Writedowns,,,,,
Mount Desert Island Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Mount Desert Island Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Mount Desert Island Hospital,Other Non-Operating Revenues,,,,197984,-213149
Mount Desert Island Hospital,Excess of Revenue over Expenses,600870,122077,2207609,1521872,367727
Mount Desert Island Hospital,Extraordinary Gains/Losses,,,,,
Mount Desert Island Hospital,Total Surplus/Deficit,600870,122077,2207609,1521872,367727
Mount Desert Island Hospital,Total Change in Unrestricted Net Assets,1607656,229247,3408470,1067691,1406972
Mount Desert Island Hospital,Net Assets Released for Restrictions,,,1320033,624015,609989
Mount Desert Island Hospital,Unrealized Gains/Losses on Investments,-313247,-516845,608168,-454181,
Mount Desert Island Hospital,Minimum Pension Liability Adjustment,,,,,
Mount Desert Island Hospital,Transfers From/To Affiliates,,,-17296,,
Mount Desert Island Hospital,Mergers,,,,,
Mount Desert Island Hospital,Consolidations with Support,,,,,
Mount Desert Island Hospital,Other Changes,,,,,
New England Rehabilitation Hospital,Total Current Assets,13428229,11706870,12905743,11400397,10534469
New England Rehabilitation Hospital,Cash and Investment,5757111,4240947,6290560,5014568,4138870
New England Rehabilitation Hospital,Current Assets Whose Use is Limited,,,,,
New England Rehabilitation Hospital,Net Patient Accounts Receivable,6135729,5893007,6172594,5946893,5994812
New England Rehabilitation Hospital,Due from Affiliates,1143645,1052850,,69096,
New England Rehabilitation Hospital,Third Party Settlements Receivable,,,,,
New England Rehabilitation Hospital,Other Accounts Receivable,,,,,
New England Rehabilitation Hospital,Inventory,140414,151452,141958,135581,128836
New England Rehabilitation Hospital,Other Current Assets,251330,368614,300631,234259,271951
New England Rehabilitation Hospital,Total Non-Current Assets,7479941,6663347,5690740,5547276,4822977
New England Rehabilitation Hospital,Trustee Held Investments,,,,,
New England Rehabilitation Hospital,Board Designated and Undesignated Investments,,,,,
New England Rehabilitation Hospital,Due from Affiliates,,,,,
New England Rehabilitation Hospital,Investment in Affiliates,,,,,
New England Rehabilitation Hospital,Other Non-Current Assets,,,,,
New England Rehabilitation Hospital,"Gross Property, Plant and Equipment",,18979845,19179428,19294270,20111116
New England Rehabilitation Hospital,Accumulated Depreciation,11499904,12516081,13603530,14563840,15788679
New England Rehabilitation Hospital,"Net Property, Plant and Equipment",,7479941,6663347,5690740,5547276
New England Rehabilitation Hospital,Total Unrestricted Assets,20908170,18370217,18596483,16947673,15357446
New England Rehabilitation Hospital,Total Current Liabilities,3769366,3677553,6073411,5195357,4631007
New England Rehabilitation Hospital,Current Long Term Debt,,681675,735325,793198,855626
New England Rehabilitation Hospital,Accounts Payable and Accrued Expenses,1439583,1519529,1670244,1607112,1737048
New England Rehabilitation Hospital,Estimated Third Party Settlements,,,,62706,115324
New England Rehabilitation Hospital,Due to Affiliates,,,11124,2642000,1758000
New England Rehabilitation Hospital,Other Current Liabilities,1648108,1422699,3598845,27913,97668
New England Rehabilitation Hospital,Total Non-Current Liabilities,7107094,6375516,5631464,4583940,3594193
New England Rehabilitation Hospital,Long Term Debt,7107094,6307419,5444806,4514302,3510564
New England Rehabilitation Hospital,Estimated Third Party Settlements,,,,,
New England Rehabilitation Hospital,Due to Affiliates,,,,,
New England Rehabilitation Hospital,Self Insurance Fund,,,,,
New England Rehabilitation Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
New England Rehabilitation Hospital,Other Non-Current Liabilities,,68097,186658,69638,83629
New England Rehabilitation Hospital,Fund Balance Unrestricted,10031710,8317148,6891608,7168376,7132246
New England Rehabilitation Hospital,Total Liabilities & Equity,20908170,18370217,18596483,16947673,15357446
New England Rehabilitation Hospital,Total Restricted Assets,,,,,
New England Rehabilitation Hospital,Cash and Investments,,,,,
New England Rehabilitation Hospital,Receivables,,,,,
New England Rehabilitation Hospital,Other Assets,,,,,
New England Rehabilitation Hospital,Total Restricted Liabilities and Equity,,,,,
New England Rehabilitation Hospital,Total Restricted Fund Balance,,,,,
New England Rehabilitation Hospital,Total Liabilities,,,,,
New England Rehabilitation Hospital,Temporarily Restricted Net Assets,,,,,
New England Rehabilitation Hospital,Permanently Restricted Net Assets,,,,,
New England Rehabilitation Hospital,Total Gross Patient Service Revenue,,53518873,52446432,53963882,50951293
New England Rehabilitation Hospital,Gross Inpatient Service Revenue,50404021,49392962,50734443,48013308,50024838
New England Rehabilitation Hospital,Gross Outpatient Service Revenue,3114852,3053470,3229439,2937985,3217071
New England Rehabilitation Hospital,Free Care,,,218593,469418,183380
New England Rehabilitation Hospital,Bad Debt,,,,,637979
New England Rehabilitation Hospital,Contractuals,18000583,14656148,15587696,14541911,15009645
New England Rehabilitation Hospital,Changes in Prior Year Estimated/Final Settlements,,,,,
New England Rehabilitation Hospital,Net Patient Service Revenue,34661718,36700579,37738007,35810149,37527811
New England Rehabilitation Hospital,Other Operating Revenue,689402,703842,517294,332091,470767
New England Rehabilitation Hospital,Total Operating Revenue,35351120,37404421,38255301,36142240,37998578
New England Rehabilitation Hospital,Total Operating Expenses,27358545,27337347,27331667,27088472,28686708
New England Rehabilitation Hospital,Depreciation and Amortization,1185854,1166921,1105577,1138798,1291975
New England Rehabilitation Hospital,Interest,626955,569116,501142,464262,394827
