Hospital,Measure,FY 2020,FY 2021,FY 2022,FY 2023,FY 2024
Northern Light Inland Hospital,Temporarily Restricted Net Assets,976855,1038816,653867,672847,1049101
Northern Light Inland Hospital,Permanently Restricted Net Assets,2334076,2455534,2279203,2342293,2470606
Northern Light Inland Hospital,Total Gross Patient Service Revenue,133109917,152353691,155752063,183502635,204363388
Northern Light Inland Hospital,Gross Inpatient Service Revenue,24343949,25272917,28140114,39759584,43336423
Northern Light Inland Hospital,Gross Outpatient Service Revenue,108765968,127080774,127611949,143743051,161026965
Northern Light Inland Hospital,Free Care (Charity Care),497948,397441,368498,139983,159234
Northern Light Inland Hospital,Bad Debt (Provision for Bad Debt),5840230,3214647,2884958,4399363,3145043
Northern Light Inland Hospital,Contractuals,68785306,80893022,87996310,109549488,130258567
Northern Light Inland Hospital,Changes in Prior Year Estimated/Final Settlements,825273,-125475,1166671,76563,-262418
Northern Light Inland Hospital,Net Patient Service Revenue,57161160,67974056,63335626,69337238,71062962
Northern Light Inland Hospital,Other Operating Revenue,16653379,13044890,12504582,12829738,5302681
Northern Light Inland Hospital,Total Operating Revenue,73814539,81018946,75840208,82166976,76365643
Northern Light Inland Hospital,Total Operating Expenses,76748638,78803492,84113371,84770487,88904577
Northern Light Inland Hospital,Deprecation and Amoritization,1635995,1620520,1706384,1808224,1837079
Northern Light Inland Hospital,Interest,442814,432729,444674,482414,463148
Northern Light Inland Hospital,Advertising Expenses,278650,173488,226341,274948,113011
Northern Light Inland Hospital,Allowed Advertising Expenses,,,,,
Northern Light Inland Hospital,Non-Allowed Advertising Expenses,278650,173488,226341,274948,113011
Northern Light Inland Hospital,Salaries and Benefits,35808917,35730781,34929874,37595264,38626274
Northern Light Inland Hospital,Other Operating Expenses,38582262,40845974,46806098,44609637,47865065
Northern Light Inland Hospital,Net Operating Income,-2934099,2215454,-8273163,-2603511,-12538934
Northern Light Inland Hospital,Total Non-Operating Revenue,,143585,-490,,
Northern Light Inland Hospital,Total Investment Income,,29,,,
Northern Light Inland Hospital,Interest and Dividends,,29,,,
Northern Light Inland Hospital,Realized Gains/Losses on Sales of Securities,,,,,
Northern Light Inland Hospital,Permanently Impaired Security Write Downs,,,,,
Northern Light Inland Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Northern Light Inland Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Northern Light Inland Hospital,"Other Non Operating Revenues (Gifts, Bequests,",,143556,-490,,
Northern Light Inland Hospital,Excess of Revenue Over Expenses,-2934099,2359039,-8273653,-2603511,-12538934
Northern Light Inland Hospital,Extraordinary Gains/Losses,,,,,
Northern Light Inland Hospital,Total Surplus/Deficit,-2934099,2359039,-8273653,-2603511,-12538934
Northern Light Inland Hospital,Total Change in Unrestricted Net Assets,-2849084,2825024,-8120631,-2513512,-12410923
Northern Light Inland Hospital,Net Assets Released for Restrictions - Capital,19876,423078,92719,82153,48370
Northern Light Inland Hospital,Unrealized Gains/Losses on Investments,65139,1148,60303,14140,79641
Northern Light Inland Hospital,Minimum Pension Liability Adjustment,,,,,
Northern Light Inland Hospital,Transfers from/To Affiliates,,41759,,-6294,
Northern Light Inland Hospital,Mergers,,,,,
Northern Light Inland Hospital,Consolidations with Support Organizations,,,,,
Northern Light Inland Hospital,Other Changes,,,,,
Northern Light Maine Coast Hospital,Total Current Assets,16094358,13259704,7020117,15832388,22336353
Northern Light Maine Coast Hospital,Cash and Investments,-1110622,-13562546,-16413984,-14297399,-12413526
Northern Light Maine Coast Hospital,Current Assets Whose Use is Limited,52693,37275,28373,72910,75837
Northern Light Maine Coast Hospital,Net Patient Accounts Receivable,8983071,15902990,17251586,22917150,27337987
Northern Light Maine Coast Hospital,Due From Affiliates,475294,920612,171105,280254,282379
Northern Light Maine Coast Hospital,Third Party Settlements,6447831,8032915,3921747,4834199,4713002
Northern Light Maine Coast Hospital,Other Accounts Receivable,566768,1046520,891837,837019,1008978
Northern Light Maine Coast Hospital,Inventory,519354,612002,942664,848493,1060893
Northern Light Maine Coast Hospital,Other Current Assets,159969,269936,226789,339762,270803
Northern Light Maine Coast Hospital,Total Non-Current Assets,30646350,32524928,33100154,40916989,42055041
Northern Light Maine Coast Hospital,Trustee Held Investments,,,,,
Northern Light Maine Coast Hospital,Board Designated & Undesignated Investments,6846078,7613324,6149401,7079510,8379326
Northern Light Maine Coast Hospital,Due from Affiliates,,,,,
Northern Light Maine Coast Hospital,Investment in Affiliates,,,,,
Northern Light Maine Coast Hospital,Other Non-Current Assets,350381,370043,301106,300000,929079
Northern Light Maine Coast Hospital,"Gross Property, Plant and Equipment (PP&E)",36084370,39089677,43300758,52647247,55156575
Northern Light Maine Coast Hospital,Accumulated Deprecation,12634479,14548116,16651111,19109768,22409939
Northern Light Maine Coast Hospital,"Net Property, Plant and Equipment (PP&E)",23449891,24541561,26649647,33537479,32746636
Northern Light Maine Coast Hospital,Total Unrestricted Assets,46740708,45784632,40120271,56749377,64391394
Northern Light Maine Coast Hospital,Total Current Liabilities,20406323,27106661,18993889,23372044,29182604
Northern Light Maine Coast Hospital,Current Long Term Debt (LTD),,22058,112121,666075,628817
Northern Light Maine Coast Hospital,Accounts Payable Plus Accrued Expenses,10410536,10901175,12928478,14190622,12999878
Northern Light Maine Coast Hospital,Estimated Third Party Settlements,2952584,4729516,1656309,522882,1177696
Northern Light Maine Coast Hospital,Due to Affiliates,4362610,1972801,1246586,7992465,7477823
Northern Light Maine Coast Hospital,Other Current Liabilities,2680593,9481111,3050395,,6898390
Northern Light Maine Coast Hospital,Total Non-Current Liabilities,21282513,13698424,13129460,17104596,17371666
Northern Light Maine Coast Hospital,Long Term Debt (LTD),11665474,11699384,11869507,15427892,14776867
Northern Light Maine Coast Hospital,Estimated Third Party Settlements,,,,,
Northern Light Maine Coast Hospital,Northern,,,,,
Northern Light Maine Coast Hospital,Due to Affiliate,,,,,
Northern Light Maine Coast Hospital,Self Insurance Fund,,,,,
Northern Light Maine Coast Hospital,Accrued Pension and Post Retiree Health Benefits,1538114,1958904,1220852,1643306,2081870
Northern Light Maine Coast Hospital,Other Non-Current Liabilities,8078925,40136,39101,33398,512929
Northern Light Maine Coast Hospital,Fund Balance Unrestricted,5051872,4979547,7996922,16272737,17837124
Northern Light Maine Coast Hospital,Total Liabilities and Equity,46740708,45784632,40120271,56749377,64391394
Northern Light Maine Coast Hospital,Total Restricted Assets,4401746,7057050,8485430,5817474,3925698
Northern Light Maine Coast Hospital,Cash and Investments,4401746,7057050,8485430,5817474,3925698
Northern Light Maine Coast Hospital,Receivables,,,,,
Northern Light Maine Coast Hospital,Other Assets,,,,,
Northern Light Maine Coast Hospital,Total Restricted Liabilities and Equity,4401746,7057050,8485430,5817474,3925698
Northern Light Maine Coast Hospital,Total Restricted Fund Balance,4401746,7057050,8485430,5817474,3925698
Northern Light Maine Coast Hospital,Total Liabilities,,,,,
Northern Light Maine Coast Hospital,Temporarily Restricted Net Assets,1255396,3607478,5263224,4167779,2259434
Northern Light Maine Coast Hospital,Permanently Restricted Net Assets,3146350,3449572,3222206,1649695,1666264
Northern Light Maine Coast Hospital,Total Gross Patient Service Revenue,188432195,222600879,276047993,315991332,361043693
Northern Light Maine Coast Hospital,Gross Inpatient Service Revenue,40680365,46607101,53866874,61896184,77663997
Northern Light Maine Coast Hospital,Gross Outpatient Service Revenue,147751830,175993778,222181119,254095148,283379696
Northern Light Maine Coast Hospital,Free Care (Charity Care),1123578,1310749,807556,474190,728293
Northern Light Maine Coast Hospital,Bad Debt (Provision for Bad Debt),16729843,1142509,1817372,889683,1176567
Northern Light Maine Coast Hospital,Contractuals,101227675,136079182,174631367,208359257,248017870
Northern Light Maine Coast Hospital,Changes in Prior Year Estimated/Final Settlements,1564614,508500,150343,-1476830,586858
Northern Light Maine Coast Hospital,Net Patient Service Revenue,67786485,83559939,98641355,107745032,110534105
Northern Light Maine Coast Hospital,Other Operating Revenue,14493492,8326743,8342778,8535118,5763016
Northern Light Maine Coast Hospital,Total Operating Revenue,82279977,91886682,106984133,116280150,116297121
Northern Light Maine Coast Hospital,Total Operating Expenses,87759446,92834003,103480934,111429851,118085737
Northern Light Maine Coast Hospital,Deprecation and Amoritization,1844709,1858572,2096313,2655791,3334850
Northern Light Maine Coast Hospital,Interest,453849,457902,472382,655966,681526
Northern Light Maine Coast Hospital,Advertising Expenses,105167,127568,139333,134677,56628
Northern Light Maine Coast Hospital,Allowed Advertising Expenses,,,,,
Northern Light Maine Coast Hospital,Northern,,,,,
Northern Light Maine Coast Hospital,Non-Allowed Advertising Expenses,105167,127568,139333,134677,56628
Northern Light Maine Coast Hospital,Salaries and Benefits,44585774,45820376,43199264,45041794,47311830
Northern Light Maine Coast Hospital,Other Operating Expenses,40769947,44569585,57573642,62941623,66700903
Northern Light Maine Coast Hospital,Net Operating Income,-5479469,-947321,3503199,4850299,-1788616
Northern Light Maine Coast Hospital,Total Non-Operating Revenue,10129,3873,979,316,86
Northern Light Maine Coast Hospital,Total Investment Income,10129,3873,979,316,86
Northern Light Maine Coast Hospital,Interest and Dividends,10129,3873,979,316,86
Northern Light Maine Coast Hospital,Realized Gains/Losses on Sales of Securities,,,,,
Northern Light Maine Coast Hospital,Permanently Impaired Security Write Downs,,,,,
Northern Light Maine Coast Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Northern Light Maine Coast Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Northern Light Maine Coast Hospital,"Other Non Operating Revenues (Gifts, Bequests,",,,,,
Northern Light Maine Coast Hospital,Excess of Revenue Over Expenses,-5469340,-943448,3504178,4850615,-1788530
Northern Light Maine Coast Hospital,Extraordinary Gains/Losses,,,,,
Northern Light Maine Coast Hospital,Total Surplus/Deficit,-5469340,-943448,3504178,4850615,-1788530
Northern Light Maine Coast Hospital,Total Change in Unrestricted Net Assets,-5150687,-72325,3017375,8275815,1564387
Northern Light Maine Coast Hospital,Net Assets Released for Restrictions - Capital,266678,117774,69849,2841257,2199840
Northern Light Maine Coast Hospital,Unrealized Gains/Losses on Investments,-39868,346456,-725871,507655,861252
Northern Light Maine Coast Hospital,Minimum Pension Liability Adjustment,,,,,
Northern Light Maine Coast Hospital,Transfers from/To Affiliates,91843,406893,169219,76288,291825
Northern Light Maine Coast Hospital,Mergers,,,,,
Northern Light Maine Coast Hospital,Consolidations with Support Organizations,,,,,
Northern Light Maine Coast Hospital,Other Changes,,,,,
Northern Light Mayo Hospital,Total Current Assets,26626031,21324600,23498837,24028825,38817488
Northern Light Mayo Hospital,Cash and Investments,11851880,2595248,6007736,11214962,17332719
Northern Light Mayo Hospital,Current Assets Whose Use is Limited,37866,56280,49797,78574,11239
Northern Light Mayo Hospital,Net Patient Accounts Receivable,10167132,9536839,10496810,7500333,12443841
Northern Light Mayo Hospital,Due From Affiliates,13993,473340,5457,50515,28763
Northern Light Mayo Hospital,Third Party Settlements,2767781,6954063,5152002,3913037,7901151
Northern Light Mayo Hospital,Other Accounts Receivable,,359560,785042,509751,357536
Northern Light Mayo Hospital,Inventory,962843,898882,945729,739322,730148
Northern Light Mayo Hospital,Other Current Assets,824536,450388,56264,22331,12091
Northern Light Mayo Hospital,Total Non-Current Assets,10745505,9755244,8620445,7971252,8564026
Northern Light Mayo Hospital,Trustee Held Investments,,,,,
Northern Light Mayo Hospital,Board Designated & Undesignated Investments,381548,524727,357649,200178,92368
Northern Light Mayo Hospital,Due from Affiliates,,,,,
Northern Light Mayo Hospital,Investment in Affiliates,,,,,
Northern Light Mayo Hospital,Other Non-Current Assets,313175,174816,174816,174816,174816
Northern Light Mayo Hospital,"Gross Property, Plant and Equipment (PP&E)",10882441,11539176,12182771,13067297,15164737
Northern Light Mayo Hospital,Accumulated Deprecation,831659,2483475,4094791,5471039,6867895
Northern Light Mayo Hospital,"Net Property, Plant and Equipment (PP&E)",10050782,9055701,8087980,7596258,8296842
Northern Light Mayo Hospital,Total Unrestricted Assets,37371536,31079844,32119282,32000077,47381514
Northern Light Mayo Hospital,Total Current Liabilities,27028941,21062955,17115995,8510154,15485714
Northern Light Mayo Hospital,Current Long Term Debt (LTD),858909,330506,239380,156811,261083
Northern Light Mayo Hospital,Accounts Payable Plus Accrued Expenses,9970887,8270521,7337748,6965086,9654534
Northern Light Mayo Hospital,Estimated Third Party Settlements,1401809,7538027,7947135,-1190081,728199
Northern Light Mayo Hospital,Due to Affiliates,14797336,226186,1591732,2578338,1459198
Northern Light Mayo Hospital,Other Current Liabilities,,4697715,,,3382700
Northern Light Mayo Hospital,Total Non-Current Liabilities,5719125,651888,417817,693425,976731
Northern Light Mayo Hospital,Long Term Debt (LTD),,136765,69795,507894,901965
Northern Light Mayo Hospital,Estimated Third Party Settlements,,,,,
Northern Light Mayo Hospital,Due to Affiliate,,,,,
Northern Light Mayo Hospital,Self Insurance Fund,381548,515123,348022,185531,74766
Northern Light Mayo Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Northern Light Mayo Hospital,Other Non-Current Liabilities,5337577,,,,
